sentence,phonemes
A man in a light blue shirt is carrying a notebook.,ə m æ n ɪ n ə l aɪ t b l uː ʃ ɜː t s ˈ k æ r i ɪ ŋ ə ˈ n əʊ t b ʊ k .
Two men leaning on some railing at water side.,t uː m ɛ n ˈ l iː n ɪ ŋ ɒ n s ə m ˈ r eɪ l ɪ ŋ ə t ˈ w ɔː t ə s aɪ d .
A group of young children in hats walking along a walkway accompanied by two adults.,ə g r uː p ə v j ʌ ŋ ˈ tʃ ɪ l dr ə n ɪ n h æ ts ˈ w ɔː k ɪ ŋ ə ˈ l ɒ ŋ ə ˈ w ɔː k w eɪ ə ˈ k ʌ m p ə n i ɪ d b aɪ t uː ˈ æ d ʌ l ts .
Two woman with a baby,t uː ˈ w ʊ m ə n w ɪ ð ə ˈ b eɪ b i
There is a hockey player in the middle of a game.,ð ə z ə ˈ h ɒ k i ˈ p l eɪ ə r ɪ n ð ə ˈ m ɪ d ə l ə v ə g eɪ m .
A man hangs up unusually decorated lamps.,ə m æ n h æ ŋ z ʌ p ʌ n ˈ j uː ʒ ʊə l i ˈ d ɛ k ə r eɪ t ɪ d l æ m p s .
Person receiving a manicure.,ˈ p ɜː s ə n r ɪ ˈ s iː v ɪ ŋ ə ˈ m æ n ɪ k j ʊə .
A lady and a boy are holding hands.,ə ˈ l eɪ d i ə n d ə b ɔɪ ə ˈ h əʊ l d ɪ ŋ h æ n dz .
A woman using a sewing machine.,ə ˈ w ʊ m ə n ˈ j uː z ɪ ŋ ə ˈ s əʊ ɪ ŋ m ə ˈ ʃ iː n .
A man in a brown shirt is balancing on one hand in a grassy field.,ə m æ n ɪ n ə b r aʊ n ʃ ɜː t s ˈ b æ l ə n s ɪ ŋ ɒ n w ʌ n h æ n d ɪ n ə ˈ g r ɑː s i f iː l d .
A woman in black high heels crosses a street.,ə ˈ w ʊ m ə n ɪ n b l æ k h aɪ h iː l z ˈ k r ɒ s ɪ z ə s tr iː t .
A man wearing dirty clothes and a mask holding a pipe that is near a fire.,ə m æ n ˈ w eə r ɪ ŋ ˈ d ɜː t i k l əʊ ð z ə n d ə m ɑː s k ˈ h əʊ l d ɪ ŋ ə p aɪ p ð ə t s n ɪə r ə f aɪ ə .
The dog begs for some food at a local restaurant.,ð ə d ɒ g b ɛ g z f ə s ə m f uː d ə t ə ˈ l əʊ k ə l ˈ r ɛ s t ə r ɒ n t .
a tan dog climbing over a bare tree trunk with a man standing in the background,ə t æ n d ɒ g ˈ k l aɪ m ɪ ŋ ˈ əʊ v ə r ə b eə tr iː tr ʌ ŋ k w ɪ ð ə m æ n ˈ s t æ n d ɪ ŋ ɪ n ð ə ˈ b æ k g r aʊ n d
A group of men saving a fallen victim.,ə g r uː p ə v m ɛ n ˈ s eɪ v ɪ ŋ ə ˈ f ɔː l ə n ˈ v ɪ k t ɪ m .
A man does bike jumps in the dark in an empty pool.,ə m æ n d ə z b aɪ k dʒ ʌ m p s ɪ n ð ə d ɑː k ɪ n ə n ˈ ɛ m p t i p uː l .
A group of people play a game in the road.,ə g r uː p ə v ˈ p iː p ə l p l eɪ ə g eɪ m ɪ n ð ə r əʊ d .
A crowd of people are walking past an old archway.,ə k r aʊ d ə v ˈ p iː p ə l ə ˈ w ɔː k ɪ ŋ p ɑː s t ə n əʊ l d ˈ ɑː tʃ w eɪ .
A smiling clown is sitting on a bench with three other people.,ə ˈ s m aɪ l ɪ ŋ k l aʊ n z ˈ s ɪ t ɪ ŋ ɒ n ə b ɛ n tʃ w ɪ ð θ r iː ˈ ʌ ð ə ˈ p iː p ə l .
Two men retarring a roof on a sunny day.,t uː m ɛ n ˌ r iː ˈ t ɑː r ɪ ŋ ə r uː f ɒ n ə ˈ s ʌ n i d eɪ .
People stopping at busy street looking at vendor carts.,ˈ p iː p ə l ˈ s t ɒ p ɪ ŋ ə t ˈ b ɪ z i s tr iː t ˈ l ʊ k ɪ ŋ ə t ˈ v ɛ n d ɔː k ɑː ts .
A dog standing on a beach.,ə d ɒ g ˈ s t æ n d ɪ ŋ ɒ n ə b iː tʃ .
Cannot see picture to describe.,ˈ k æ n ɒ t s iː ˈ p ɪ k tʃ ə t ə d ɪ ˈ s k r aɪ b .
A soccer player kicks a ball.,ə ˈ s ɒ k ə ˈ p l eɪ ə k ɪ k s ə b ɔː l .
Three men fishing with string.,θ r iː m ɛ n ˈ f ɪ ʃ ɪ ŋ w ɪ ð s tr ɪ ŋ .
A man dressed in leather clothing is singing with theater lights illuminating him.,ə m æ n dr ɛ s t ɪ n ˈ l ɛ ð ə ˈ k l əʊ ð ɪ ŋ z ˈ s ɪ ŋ ɪ ŋ w ɪ ð ˈ θ ɪə t ə l aɪ ts ɪ ˈ l j uː m ɪ n eɪ t ɪ ŋ h ɪ m .
Two men surf on a small wave with a city in the background.,t uː m ɛ n s ɜː f ɒ n ə s m ɔː l w eɪ v w ɪ ð ə ˈ s ɪ t i ɪ n ð ə ˈ b æ k g r aʊ n d .
A child is playing with two white and black geese.,ə tʃ aɪ l d z ˈ p l eɪ ɪ ŋ w ɪ ð t uː w aɪ t ə n d b l æ k g iː s .
Two dogs wrestle together in the long grass.,t uː d ɒ g z ˈ r ɛ s ə l t ə ˈ g ɛ ð ə r ɪ n ð ə l ɒ ŋ g r ɑː s .
Two tricolored short dogs run away from the camera in the trees.,t uː ˈ tr ɪ k ə l ə d ʃ ɔː t d ɒ g z r ʌ n ə ˈ w eɪ f r ə m ð ə ˈ k æ m ə r ə ɪ n ð ə tr iː z .
The man and the woman are sitting at a table in a food court.,ð ə m æ n ə n d ð ə ˈ w ʊ m ə n ə ˈ s ɪ t ɪ ŋ ə t ə ˈ t eɪ b ə l ɪ n ə f uː d k ɔː t .
Two men working on a roof installing insulation.,t uː m ɛ n ˈ w ɜː k ɪ ŋ ɒ n ə r uː f ɪ n ˈ s t ɔː l ɪ ŋ ˌ ɪ n s j ə ˈ l eɪ ʃ ə n .
A woman with a white bag is walking upstairs.,ə ˈ w ʊ m ə n w ɪ ð ə w aɪ t b æ g z ˈ w ɔː k ɪ ŋ ˌ ʌ p ˈ s t eə z .
A dog chews on a toy on a blue blanket.,ə d ɒ g tʃ uː z ɒ n ə t ɔɪ ɒ n ə b l uː ˈ b l æ ŋ k ɪ t .
A man with a saw is creating an ice sculpture.,ə m æ n w ɪ ð ə s ɔː z k r i ˈ eɪ t ɪ ŋ ə n aɪ s ˈ s k ʌ l p tʃ ə .
A brown and white dog is running through an uncut field that has mushrooms.,ə b r aʊ n ə n d w aɪ t d ɒ g z ˈ r ʌ n ɪ ŋ θ r uː ə n ʌ n ˈ k ʌ t f iː l d ð ə t h ə z ˈ m ʌ ʃ r ʊ m z .
A farmer bundles wheat into sheaves.,ə ˈ f ɑː m ə ˈ b ʌ n d ə l z w iː t ˈ ɪ n t ə ʃ iː v z .
Women wearing winter coats crossing the street next to parked cars and walking down street,ˈ w ɪ m ɪ n ˈ w eə r ɪ ŋ ˈ w ɪ n t ə k əʊ ts ˈ k r ɒ s ɪ ŋ ð ə s tr iː t n ɛ k s t t ə p ɑː k t k ɑː z ə n d ˈ w ɔː k ɪ ŋ d aʊ n s tr iː t
Dog will have his day,d ɒ g w ɪ l h ə v ɪ z d eɪ
A young boy has his hand in the back of his pants as he walks.,ə j ʌ ŋ b ɔɪ h ə z ɪ z h æ n d ɪ n ð ə b æ k ə v ɪ z p æ n ts ə z h i w ɔː k s .
"A dog running at a park, with a park bench in the background.","ə d ɒ g ˈ r ʌ n ɪ ŋ ə t ə p ɑː k , w ɪ ð ə p ɑː k b ɛ n tʃ ɪ n ð ə ˈ b æ k g r aʊ n d ."
The skateboarder is jumping his board in the air while another skateboarder watches.,ð ə ˈ s k eɪ t b ɔː d ə z ˈ dʒ ʌ m p ɪ ŋ ɪ z b ɔː d ɪ n ð i eə w aɪ l ə ˈ n ʌ ð ə ˈ s k eɪ t b ɔː d ə ˈ w ɒ tʃ ɪ z .
A festival of booths is visited by a crowd of pedestrians.,ə ˈ f ɛ s t ɪ v ə l ə v b uː ð z ɪ z ˈ v ɪ z ɪ t ɪ d b aɪ ə k r aʊ d ə v p ɪ ˈ d ɛ s tr i ə n z .
A movie poster of a man in blue holding a woman in red outside a theater,ə ˈ m uː v i ˈ p əʊ s t ə r ə v ə m æ n ɪ n b l uː ˈ h əʊ l d ɪ ŋ ə ˈ w ʊ m ə n ɪ n r ɛ d ˌ aʊ t ˈ s aɪ d ə ˈ θ ɪə t ə
There are young children playing in a fountain.,ð ə r ə j ʌ ŋ ˈ tʃ ɪ l dr ə n ˈ p l eɪ ɪ ŋ ɪ n ə ˈ f aʊ n t ɪ n .
Some people are eating at an outside restaurant at night.,s ʌ m ˈ p iː p ə l ə r ˈ iː t ɪ ŋ ə t ə n ˌ aʊ t ˈ s aɪ d ˈ r ɛ s t ə r ɒ n t ə t n aɪ t .
Girl wearing a bikini lying on her back in a shallow pool of clear blue water.,g ɜː l ˈ w eə r ɪ ŋ ə b ɪ ˈ k iː n i ˈ l aɪ ɪ ŋ ɒ n h ə b æ k ɪ n ə ˈ ʃ æ l əʊ p uː l ə v k l ɪə b l uː ˈ w ɔː t ə .
A brown dog is chasing after a soccer ball.,ə b r aʊ n d ɒ g z ˈ tʃ eɪ s ɪ ŋ ˈ ɑː f t ə r ə ˈ s ɒ k ə b ɔː l .
A gymnast who is dressed in light pink is flipping upsidedown.,ə ˈ dʒ ɪ m n æ s t h uː z dr ɛ s t ɪ n l aɪ t p ɪ ŋ k s ˈ f l ɪ p ɪ ŋ ˈ ʌ p s aɪ d ˈ d aʊ n .
"Man on the street, in blue striped shirt, talking to a man with glasses.","m æ n ɒ n ð ə s tr iː t , ɪ n b l uː s tr aɪ p t ʃ ɜː t , ˈ t ɔː k ɪ ŋ t ʊ ə m æ n w ɪ ð ˈ g l ɑː s ɪ z ."
An African American singer performs on stage with a piano and several microphones in the background.,ə n ˈ æ f r ɪ k ə n ə ˈ m ɛ r ɪ k ə n ˈ s ɪ ŋ ə p ə ˈ f ɔː m z ɒ n s t eɪ dʒ w ɪ ð ə p i ˈ æ n əʊ ə n d ˈ s ɛ v ə r ə l ˈ m aɪ k r ə f əʊ n z ɪ n ð ə ˈ b æ k g r aʊ n d .
A band plays a gig to a crowd.,ə b æ n d p l eɪ z ə g ɪ g t ʊ ə k r aʊ d .
"Two Runners, being filmed from a motorcycle, while spectator watch.","t uː ˈ r ʌ n ə z , ˈ b iː ɪ ŋ f ɪ l m d f r ə m ə ˈ m əʊ t ə ˌ s aɪ k ə l , w aɪ l s p ɛ k ˈ t eɪ t ə w ɒ tʃ ."
A homeless man asleep on a sidewalk.,ə ˈ h əʊ m l ə s m æ n ə ˈ s l iː p ɒ n ə ˈ s aɪ d w ɔː k .
A man and woman are sitting on a train looking to the right.,ə m æ n ə n d ˈ w ʊ m ə n ə ˈ s ɪ t ɪ ŋ ɒ n ə tr eɪ n ˈ l ʊ k ɪ ŋ t ə ð ə r aɪ t .
"Three people, each wearing pair of red snowshoes, relax in the snow.","θ r iː ˈ p iː p ə l , iː tʃ ˈ w eə r ɪ ŋ p eə r ə v r ɛ d ˈ s n əʊ ʃ uː z , r ɪ ˈ l æ k s ɪ n ð ə s n əʊ ."
Many youth congregate in the presence of a picnic table and a white building.,ˈ m ɛ n i j uː θ ˈ k ɒ ŋ g r ɪ g eɪ t ɪ n ð ə ˈ p r ɛ z ə n s ə v ə ˈ p ɪ k n ɪ k ˈ t eɪ b ə l ə n d ə w aɪ t ˈ b ɪ l d ɪ ŋ .
Ethnic dancer stands in front of other performers on a stage.,ˈ ɛ θ n ɪ k ˈ d ɑː n s ə s t æ n dz ɪ n f r ʌ n t ə v ˈ ʌ ð ə p ə ˈ f ɔː m ə z ɒ n ə s t eɪ dʒ .
"Two men, underwater in wetsuits make weird hand signs.","t uː m ɛ n , ˌ ʌ n d ə ˈ w ɔː t ə r ɪ n ˈ w ɛ ts uː ts m eɪ k w ɪə d h æ n d s aɪ n z ."
A photo of a couple walking down the street with Chinese characters written on the signage.,ə ˈ f əʊ t əʊ ə v ə ˈ k ʌ p ə l ˈ w ɔː k ɪ ŋ d aʊ n ð ə s tr iː t w ɪ ð tʃ aɪ ˈ n iː z ˈ k æ r ə k t ə z ˈ r ɪ t ə n ɒ n ð ə ˈ s aɪ n ɪ dʒ .
Two children pushing a third child on a swing.,t uː ˈ tʃ ɪ l dr ə n ˈ p ʊ ʃ ɪ ŋ ə θ ɜː d tʃ aɪ l d ɒ n ə s w ɪ ŋ .
Three guys walking across the intersection on a city street.,θ r iː g aɪ z ˈ w ɔː k ɪ ŋ ə ˈ k r ɒ s ð i ˌ ɪ n t ə ˈ s ɛ k ʃ ə n ɒ n ə ˈ s ɪ t i s tr iː t .
A kayaker traverses some churning rapids.,ə ˈ k aɪ æ k ə tr ə ˈ v ɜː s ɪ z s ə m ˈ tʃ ɜː n ɪ ŋ ˈ r æ p ɪ dz .
A woman walks a black dog down a dirt path with two children.,ə ˈ w ʊ m ə n w ɔː k s ə b l æ k d ɒ g d aʊ n ə d ɜː t p ɑː θ w ɪ ð t uː ˈ tʃ ɪ l dr ə n .
A group of men are standing around and drinking water with their bikes.,ə g r uː p ə v m ɛ n ə ˈ s t æ n d ɪ ŋ ə ˈ r aʊ n d ə n d ˈ dr ɪ ŋ k ɪ ŋ ˈ w ɔː t ə w ɪ ð ð eə b aɪ k s .
Children are sleeping on the floor.,ˈ tʃ ɪ l dr ə n ə ˈ s l iː p ɪ ŋ ɒ n ð ə f l ɔː .
A snowboarder is seen atop a railing fixture that arcs over a car.,ə ˈ s n əʊ ˌ b ɔː d ə z s iː n ə ˈ t ɒ p ə ˈ r eɪ l ɪ ŋ ˈ f ɪ k s t tʃ ə ð ə t ɑː k s ˈ əʊ v ə r ə k ɑː .
The skinny dog with the long tail is traveling through the field.,ð ə ˈ s k ɪ n i d ɒ g w ɪ ð ð ə l ɒ ŋ t eɪ l z ˈ tr æ v ə l ɪ ŋ θ r uː ð ə f iː l d .
A woman on a cellphone walks up the steps of the underground with another passenger close behind.,ə ˈ w ʊ m ə n ɒ n ə ˈ s ɛ l ˌ f əʊ n w ɔː k s ʌ p ð ə s t ɛ p s ə v ð i ˈ ʌ n d ə g r aʊ n d w ɪ ð ə ˈ n ʌ ð ə ˈ p æ s ɪ n dʒ ə k l əʊ z b ɪ ˈ h aɪ n d .
"Child standing on a public bus, looking outside the window.","tʃ aɪ l d ˈ s t æ n d ɪ ŋ ɒ n ə ˈ p ʌ b l ɪ k b ʌ s , ˈ l ʊ k ɪ ŋ ˌ aʊ t ˈ s aɪ d ð ə ˈ w ɪ n d əʊ ."
Two women wearing dresses are walking by a building.,t uː ˈ w ɪ m ɪ n ˈ w eə r ɪ ŋ ˈ dr ɛ s ɪ z ə ˈ w ɔː k ɪ ŋ b aɪ ə ˈ b ɪ l d ɪ ŋ .
A person wearing dungarees at the top of a wooden staircase viewed from below.,ə ˈ p ɜː s ə n ˈ w eə r ɪ ŋ ˌ d ʌ ŋ g ə ˈ r iː z ə t ð ə t ɒ p ə v ə ˈ w ʊ d ə n ˈ s t eə k eɪ s v j uː d f r ə m b ɪ ˈ l əʊ .
A picture of two guys in a bar taken from below with one holding a beer bottle.,ə ˈ p ɪ k tʃ ə r ə v t uː g aɪ z ɪ n ə b ɑː ˈ t eɪ k ə n f r ə m b ɪ ˈ l əʊ w ɪ ð w ʌ n ˈ h əʊ l d ɪ ŋ ə b ɪə ˈ b ɒ t ə l .
"One girl, wearing a watch, fixing the hair of another girl.","w ʌ n g ɜː l , ˈ w eə r ɪ ŋ ə w ɒ tʃ , ˈ f ɪ k s ɪ ŋ ð ə h eə r ə v ə ˈ n ʌ ð ə g ɜː l ."
Two musicians in white suits play guitars while surrounded by associated gear and a red curtain.,t uː m j uː ˈ z ɪ ʃ ə n z ɪ n w aɪ t s uː ts p l eɪ g ɪ ˈ t ɑː z w aɪ l s ə ˈ r aʊ n d ɪ d b aɪ ə ˈ s əʊ s i eɪ t ɪ d g ɪə r ə n d ə r ɛ d ˈ k ɜː t ə n .
People standing in mud.,ˈ p iː p ə l ˈ s t æ n d ɪ ŋ ɪ n m ʌ d .
A man and a woman are smiling,ə m æ n ə n d ə ˈ w ʊ m ə n ə ˈ s m aɪ l ɪ ŋ
A group of medical professionals performing an operation in a surgery.,ə g r uː p ə v ˈ m ɛ d ɪ k ə l p r ə ˈ f ɛ ʃ ə n ə l z p ə ˈ f ɔː m ɪ ŋ ə n ˌ ɒ p ə r ˈ eɪ ʃ ə n ɪ n ə ˈ s ɜː dʒ ə r i .
"Two young men playing basketball, one defending the other attempting to make a basket.","t uː j ʌ ŋ m ɛ n ˈ p l eɪ ɪ ŋ ˈ b ɑː s k ɪ t b ɔː l , w ʌ n d ɪ ˈ f ɛ n d ɪ ŋ ð i ˈ ʌ ð ə r ə ˈ t ɛ m p t ɪ ŋ t ə m eɪ k ə ˈ b ɑː s k ɪ t ."
Shirtless men playing chess in a pool.,ˈ ʃ ɜː t l ə s m ɛ n ˈ p l eɪ ɪ ŋ tʃ ɛ s ɪ n ə p uː l .
A woman and a gentleman riding mass transit.,ə ˈ w ʊ m ə n ə n d ə ˈ dʒ ɛ n t ə l m ə n ˈ r aɪ d ɪ ŋ m æ s ˈ tr æ n z ɪ t .
A man and a woman leaping in the snow and wearing snowshoes.,ə m æ n ə n d ə ˈ w ʊ m ə n ˈ l iː p ɪ ŋ ɪ n ð ə s n əʊ ə n d ˈ w eə r ɪ ŋ ˈ s n əʊ ʃ uː z .
Teenage boy is riding a unicycle through a grassy park.,ˈ t iː n eɪ dʒ b ɔɪ z ˈ r aɪ d ɪ ŋ ə ˈ j uː n ɪ ˌ s aɪ k ə l θ r uː ə ˈ g r ɑː s i p ɑː k .
A person is lying in a hospital bed with the upper portion slightly elevated and smiling.,ə ˈ p ɜː s ə n z ˈ l aɪ ɪ ŋ ɪ n ə ˈ h ɒ s p ɪ t ə l b ɛ d w ɪ ð ð i ˈ ʌ p ə ˈ p ɔː ʃ ə n ˈ s l aɪ t l i ˈ ɛ l ɪ v eɪ t ɪ d ə n d ˈ s m aɪ l ɪ ŋ .
The boy is sitting on the railroad crossing.,ð ə b ɔɪ z ˈ s ɪ t ɪ ŋ ɒ n ð ə ˈ r eɪ l r əʊ d ˈ k r ɒ s ɪ ŋ .
Two children play on the road on a snowy day.,t uː ˈ tʃ ɪ l dr ə n p l eɪ ɒ n ð ə r əʊ d ɒ n ə ˈ s n əʊ i d eɪ .
"A woman taking part in world marathon in beijing, china during the world marathon day","ə ˈ w ʊ m ə n ˈ t eɪ k ɪ ŋ p ɑː t ɪ n w ɜː l d ˈ m æ r ə θ ə n ɪ n ˌ b eɪ ˈ dʒ ɪ ŋ , ˈ tʃ aɪ n ə ˈ d j ʊə r ɪ ŋ ð ə w ɜː l d ˈ m æ r ə θ ə n d eɪ"
Female in red jacket standing in front of a white tower surrounded by rocks.,ˈ f iː m eɪ l ɪ n r ɛ d ˈ dʒ æ k ɪ t ˈ s t æ n d ɪ ŋ ɪ n f r ʌ n t ə v ə w aɪ t ˈ t aʊ ə s ə ˈ r aʊ n d ɪ d b aɪ r ɒ k s .
A man talks on his cellphone while leaning over some documents.,ə m æ n t ɔː k s ɒ n ɪ z ˈ s ɛ l ˌ f əʊ n w aɪ l ˈ l iː n ɪ ŋ ˈ əʊ v ə s ə m ˈ d ɒ k j ə m ə n ts .
A dog jumping over a stream of water.,ə d ɒ g ˈ dʒ ʌ m p ɪ ŋ ˈ əʊ v ə r ə s tr iː m ə v ˈ w ɔː t ə .
A little girl in pink pajamas tries to operate a camera.,ə ˈ l ɪ t ə l g ɜː l ɪ n p ɪ ŋ k p ə ˈ dʒ ɑː m ə z tr aɪ z t ʊ ˈ ɒ p ə r eɪ t ə ˈ k æ m ə r ə .
A man wearing a hat leans against a bench and holds a cup.,ə m æ n ˈ w eə r ɪ ŋ ə h æ t l iː n z ə ˈ g ɛ n s t ə b ɛ n tʃ ə n d h əʊ l dz ə k ʌ p .
Man kayaking in a raging river.,m æ n ˈ k aɪ æ k ɪ ŋ ɪ n ə ˈ r eɪ dʒ ɪ ŋ ˈ r ɪ v ə .
A man is doing a trick on a bike in the air over a ramp.,ə m æ n z ˈ d uː ɪ ŋ ə tr ɪ k ɒ n ə b aɪ k ɪ n ð i eə r ˈ əʊ v ə r ə r æ m p .
A person in a wheelchair rides next to a large mural on the side of a building.,ə ˈ p ɜː s ə n ɪ n ə ˈ w iː l tʃ eə r aɪ dz n ɛ k s t t ʊ ə l ɑː dʒ ˈ m j ʊə r ə l ɒ n ð ə s aɪ d ə v ə ˈ b ɪ l d ɪ ŋ .
Two boys are running outside.,t uː b ɔɪ z ə ˈ r ʌ n ɪ ŋ ˌ aʊ t ˈ s aɪ d .
A man getting his shoes shined on a busy street.,ə m æ n ˈ g ɛ t ɪ ŋ ɪ z ʃ uː z ʃ aɪ n d ɒ n ə ˈ b ɪ z i s tr iː t .
"A man and woman, both wearing coats, are facing each other on the sidewalk.","ə m æ n ə n d ˈ w ʊ m ə n , b əʊ θ ˈ w eə r ɪ ŋ k əʊ ts , ɑː ˈ f eɪ s ɪ ŋ iː tʃ ˈ ʌ ð ə r ɒ n ð ə ˈ s aɪ d w ɔː k ."
A duck standing on a sidewalk with an Asian woman and her two sons walking towards it.,ə d ʌ k ˈ s t æ n d ɪ ŋ ɒ n ə ˈ s aɪ d w ɔː k w ɪ ð ə n ˈ eɪ ʒ ə n ˈ w ʊ m ə n ə n d h ə t uː s ʌ n z ˈ w ɔː k ɪ ŋ t ə ˈ w ɔː dz ɪ t .
Chinese person walking and carrying a basket of flowers.,tʃ aɪ ˈ n iː z ˈ p ɜː s ə n ˈ w ɔː k ɪ ŋ ə n d ˈ k æ r i ɪ ŋ ə ˈ b ɑː s k ɪ t ə v f l aʊ ə z .
Two black dogs chase each other on grass.,t uː b l æ k d ɒ g z tʃ eɪ s iː tʃ ˈ ʌ ð ə r ɒ n g r ɑː s .
A cowboy wrangles a calf in a rodeo.,ə ˈ k aʊ b ɔɪ ˈ r æ ŋ g ə l z ə k ɑː f ɪ n ə r əʊ ˈ d eɪ əʊ .
A female cheerleader sits on the knee of a male cheerleader.,ə ˈ f iː m eɪ l ˈ tʃ ɪə ˌ l iː d ə s ɪ ts ɒ n ð ə n iː ə v ə m eɪ l ˈ tʃ ɪə ˌ l iː d ə .
A woman practicing for tennis.,ə ˈ w ʊ m ə n ˈ p r æ k t ɪ s ɪ ŋ f ə ˈ t ɛ n ɪ s .
Many people sit in a Mexican restaurant.,ˈ m ɛ n i ˈ p iː p ə l s ɪ t ɪ n ə ˈ m ɛ k s ɪ k ə n ˈ r ɛ s t ə r ɒ n t .
A man is poling in a canoe in a tropical location.,ə m æ n z ˈ p əʊ l ɪ ŋ ɪ n ə k ə ˈ n uː ɪ n ə ˈ tr ɒ p ɪ k ə l l əʊ ˈ k eɪ ʃ ə n .
A man in a Detroit Red Wings cap walks in front of two people with cowboy hats.,ə m æ n ɪ n ə d ɪ ˈ tr ɔɪ t r ɛ d w ɪ ŋ z ˈ k æ p w ɔː k s ɪ n f r ʌ n t ə v t uː ˈ p iː p ə l w ɪ ð ˈ k aʊ b ɔɪ h æ ts .
People playing soccer in the sand.,ˈ p iː p ə l ˈ p l eɪ ɪ ŋ ˈ s ɒ k ə r ɪ n ð ə s æ n d .
A man wearing a red shirt sits on a cement bench and reads the paper.,ə m æ n ˈ w eə r ɪ ŋ ə r ɛ d ʃ ɜː t s ɪ ts ɒ n ə s ɪ ˈ m ɛ n t b ɛ n tʃ ə n d r iː dz ð ə ˈ p eɪ p ə .
An electric scooter sits outside of a lighted advertisement board.,ə n ɪ ˈ l ɛ k tr ɪ k ˈ s k uː t ə s ɪ ts ˌ aʊ t ˈ s aɪ d ə v ə ˈ l aɪ t ɪ d ə d ˈ v ɜː t ɪ s m ə n t b ɔː d .
Campers sitting by the edge of the water.,ˈ k æ m p ə z ˈ s ɪ t ɪ ŋ b aɪ ð i ɛ dʒ ə v ð ə ˈ w ɔː t ə .
Biker riding dirt bike on dirt track,ˈ b aɪ k ə ˈ r aɪ d ɪ ŋ d ɜː t b aɪ k ɒ n d ɜː t tr æ k
A woman in a blue jacket is drinking tea from a cup.,ə ˈ w ʊ m ə n ɪ n ə b l uː ˈ dʒ æ k ɪ t s ˈ dr ɪ ŋ k ɪ ŋ t iː f r ə m ə k ʌ p .
Cyclist riding his bicycle in a race.,ˈ s aɪ k l ɪ s t ˈ r aɪ d ɪ ŋ ɪ z ˈ b aɪ s ɪ k ə l ɪ n ə r eɪ s .
"The infant is laying on its stomach, in a crib, looking up at the camera.","ð i ˈ ɪ n f ə n t s ˈ l eɪ ɪ ŋ ɒ n ɪ ts ˈ s t ʌ m ə k , ɪ n ə k r ɪ b , ˈ l ʊ k ɪ ŋ ʌ p ə t ð ə ˈ k æ m ə r ə ."
Camera crew interviewing woman with baby.,ˈ k æ m ə r ə k r uː ˈ ɪ n t ə v j uː ɪ ŋ ˈ w ʊ m ə n w ɪ ð ˈ b eɪ b i .
A person biking down a city street in gloves and a warm hat.,ə ˈ p ɜː s ə n ˈ b aɪ k ɪ ŋ d aʊ n ə ˈ s ɪ t i s tr iː t ɪ n g l ʌ v z ə n d ə w ɔː m h æ t .
A crowd of adults and children watching a musician perform on stage.,ə k r aʊ d ə v ˈ æ d ʌ l ts ə n d ˈ tʃ ɪ l dr ə n ˈ w ɒ tʃ ɪ ŋ ə m j uː ˈ z ɪ ʃ ə n p ə ˈ f ɔː m ɒ n s t eɪ dʒ .
Big multicolored balloons.,b ɪ g ˌ m ʌ l t ɪ ˈ k ʌ l ə d b ə ˈ l uː n z .
A young man is standing outside wearing a black denim jacket.,ə j ʌ ŋ m æ n z ˈ s t æ n d ɪ ŋ ˌ aʊ t ˈ s aɪ d ˈ w eə r ɪ ŋ ə b l æ k ˈ d ɛ n ɪ m ˈ dʒ æ k ɪ t .
an old woman getting her haircut on a side street.,ə n əʊ l d ˈ w ʊ m ə n ˈ g ɛ t ɪ ŋ h ə ˈ h eə k ʌ t ɒ n ə s aɪ d s tr iː t .
An empty alleyway with blocked off windows.,ə n ˈ ɛ m p t i ˈ æ l ɪ w eɪ w ɪ ð b l ɒ k t ɒ f ˈ w ɪ n d əʊ z .
Three people make their way through rocky terrain.,θ r iː ˈ p iː p ə l m eɪ k ð eə w eɪ θ r uː ˈ r ɒ k i t ə ˈ r eɪ n .
A woman relaxes on a pier with railings while on the phone.,ə ˈ w ʊ m ə n r ɪ ˈ l æ k s ɪ z ɒ n ə p ɪə w ɪ ð ˈ r eɪ l ɪ ŋ z w aɪ l ɒ n ð ə f əʊ n .
A woman is using a white towel to dry her dog in a bathroom.,ə ˈ w ʊ m ə n z ˈ j uː z ɪ ŋ ə w aɪ t t aʊ ə l t ə dr aɪ h ə d ɒ g ɪ n ə ˈ b ɑː θ r uː m .
A woman in a restaurant is cooking on a grill.,ə ˈ w ʊ m ə n ɪ n ə ˈ r ɛ s t ə r ɒ n t s ˈ k ʊ k ɪ ŋ ɒ n ə g r ɪ l .
A man falling over in an ocean wave,ə m æ n ˈ f ɔː l ɪ ŋ ˈ əʊ v ə r ɪ n ə n ˈ əʊ ʃ ə n w eɪ v
A man plays a saxophone in a public area.,ə m æ n p l eɪ z ə ˈ s æ k s ə f əʊ n ɪ n ə ˈ p ʌ b l ɪ k ˈ eə r i ə .
An ice hockey player is shooting the puck as an opposing player watches.,ə n aɪ s ˈ h ɒ k i ˈ p l eɪ ə z ˈ ʃ uː t ɪ ŋ ð ə p ʌ k ə z ə n ə ˈ p əʊ z ɪ ŋ ˈ p l eɪ ə ˈ w ɒ tʃ ɪ z .
